variable_key,label_en,label_fr,description,task_key,variable_kind,value_source_type,level_registered_at,level_belongs_to,required_default,required_if,enum_ref,catalogue_ref,generator_ref," note_type_ref",required_in_pdf
c15_20_5_air_outlet_device_unsuitable,C15 20.5 Air outlet device unsuitable,20.5) Constituée par un dispositif non adapté,Check whether the air outlet is made by an unsuitable device,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c15_20_6_non_cooking_appliance_mechanical_ventilation_device,C15 20.6 Non cooking appliance mechanical ventilation device,20.6) Appareil non raccordé autre que cuisson constitué par un dispositif de ventilation mécanique (hotte etc),Check whether a non-cooking unflued appliance relies on a mechanical ventilation device,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c15_20_7_single_cooking_appliance_mechanical_ventilation_not_compliant,C15 20.7 Single cooking appliance mechanical ventilation not compliant,20.7) Appareil de cuisson seul constitué par un dispositif de ventilation mécanique (hotte etc) ne répondant pas aux critères d'installation,Check whether a single cooking appliance with mechanical ventilation does not meet installation criteria,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c16_21_direct_air_outlet_requires_direct_air_inlet,C16 21 Direct air outlet requires direct air inlet,21) Si la sortie d'air est directe l'amenée d'air est également directe,Check whether direct air outlet is paired with direct air inlet,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c23_28a_missing_connection_duct_between_appliance_and_flue,C23 28a Missing connection duct between appliance and flue,28a) Absence d'un conduit de raccordement reliant l'appareil au conduit de fumée,Check whether connection duct between appliance and flue is missing,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c23_28b_combustion_products_evacuation_device_missing,C23 28b Combustion products evacuation device missing,28b) Le dispositif d'évacuation des produits de combustion est absent,Check whether combustion products evacuation device is missing,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c23_28c_evacuation_device_manifestly_not_a_flue_duct,C23 28c Evacuation device manifestly not a flue duct,28c) Le dispositif d'évacuation des produits de combustion n'est manifestement pas un conduit de fumée,Check whether combustion evacuation device is manifestly not a flue duct,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c24_29a_mobile_adjustment_device_present_on_connection_duct,C24 29a Mobile adjustment device present on connection duct,29a) Un moyen de réglage mobile est présent sur le conduit de raccordement,Check whether a mobile adjustment device is present on the connection duct,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c24_29b_connection_duct_has_section_reduction,C24 29b Connection duct has section reduction,29b) Le conduit de raccordement présente une réduction de section,Check whether the connection duct has a section reduction,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c24_29c1_assembly_clearance_above_2mm_on_both_sides,C24 29c1 Assembly clearance above 2mm on both sides,29c1) Jeu aux assemblages estimé supérieur à 2 mm de part et d'autre du diamètre du conduit,Check whether assembly clearance is estimated above 2 mm on both sides of duct diameter,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c24_29c2_perforation_other_than_sampling_orifice,C24 29c2 Perforation other than sampling orifice,29c2) Perforation autre qu'un orifice de prélèvement,Check whether there is perforation other than a sampling orifice,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c24_29c3_sampling_orifice_not_properly_sealed,C24 29c3 Sampling orifice not properly sealed,29c3) Orifice de prélèvement non convenablement obturé,Check whether the sampling orifice is not properly sealed,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c24_29c4_unsuitable_diameter_nozzle_or_flue_duct,C24 29c4 Unsuitable diameter nozzle or flue duct,29c4) Diamètre non adapté (buse / conduit fumée ...),Check whether nozzle or flue duct diameter is unsuitable,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c24_29c5_significant_corrosion_state,C24 29c5 Significant corrosion state,29c5) État de corrosion important,Check whether corrosion state is significant,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c24_29d1_has_counter_slope,C24 29d1 Has counter slope,29d1) Présente une contrepente,Check whether the connection duct has a counter slope,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c24_29d2_has_more_than_two_90_or_more_than_180_elbows,C24 29d2 Has more than two 90 or more than 180 elbows,29d2) Présente plus de 2 coudes à 90° ou plus de 180° de dévoiement,Check whether the duct has too many elbows or excessive deviation angle,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c24_29d3_crosses_main_room,C24 29d3 Crosses main room,29d3) Traverse une pièce principale,Check whether the duct crosses a main room,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c24_29d4_has_advanced_wear_or_deformations,C24 29d4 Has advanced wear or deformations,29d4) Présente une usure avancée ou des déformations,Check whether the duct shows advanced wear or deformations,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c24_29d5_not_dismountable_except_gas_insert,C24 29d5 Not dismountable except gas insert,29d5) N'est pas démontable (sauf insert gaz),Check whether the duct is not dismountable except gas insert case,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c24_29d6_has_excessive_length,C24 29d6 Has excessive length,29d6) A une longueur trop importante,Check whether the duct length is excessive,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c24_29d7_flue_liner_connected_directly_on_appliance,C24 29d7 Flue liner connected directly on appliance,29d7) Le tubage du conduit de fumée est raccordé directement sur l'appareil,Check whether flue liner is connected directly on the appliance,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c24_29d8_appliances_with_different_fuels_share_same_flue,C24 29d8 Appliances with different fuels share same flue,29d8) Des appareils fonctionnant avec des combustibles de nature différente sont raccordés sur le même conduit de fumée,Check whether appliances using different fuel types share the same flue,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c24_29d9_two_appliances_in_two_rooms_without_sufficient_opening,C24 29d9 Two appliances in two rooms without sufficient opening,29d9) Au moins deux appareils raccordés à un même conduit sont situés dans 2 pièces ne présentant pas une ouverture suffisante,Check whether two appliances on same flue are in separate rooms without sufficient opening,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c24_29e_made_of_manifestly_unsuitable_material,C24 29e Made of manifestly unsuitable material,29e) Est réalisé en matériau manifestement inadapté,Check whether the duct material is manifestly unsuitable,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c24_29f_pressure_combustion_evacuation_has_enclosing_duct,C24 29f Pressure combustion evacuation has enclosing duct,29f) Le conduit de raccordement de l'appareil dont l'évacuation des produits de combustion fonctionne en pression possède un conduit enveloppe,Check whether pressure combustion evacuation duct has an enclosing duct,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c25_30_natural_draft_appliance_with_additional_extraction_device,C25 30 Natural draft appliance with additional extraction device,30) Présence d'un appareil fonctionnant en tirage naturel et d'au moins un dispositif d'extraction supplémentaire,Check whether a natural draft appliance coexists with at least one additional extraction device,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c26_32a_installed_appliance_is_specific_vmc_gaz,C26 32a Installed appliance is specific VMC GAZ,32a) L'appareil en place est spécifique VMC GAZ,Check whether the installed appliance is specific VMC GAZ,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c26_32b_control_confirms_installed_appliance_specific_vmc_gaz,C26 32b Control confirms installed appliance specific VMC GAZ,32b) Le contrôle a permis de s'assurer que l'appareil en place est spécifique VMC GAZ,Check whether control confirms installed appliance is specific VMC GAZ,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c27_32c_dsc_or_specific_relay_absent,C27 32c DSC or specific relay absent,32c) Le dispositif de sécurité collective (DSC) ou le relais spécifique à ce dispositif est absent,Check whether the collective safety device DSC or its specific relay is absent,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c27_32d_vmc_gaz_with_specific_relay_not_powered_by_standard_outlet,C27 32d VMC GAZ with specific relay not powered by standard outlet,32d) Si VMC GAZ équipée d'un DSC raccordé à l'appareil via un relais spécifique l'appareil est raccordé électriquement à une prise standard,Check whether VMC GAZ with DSC specific relay is electrically connected to a standard outlet,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c27_32e_vmc_gaz_extraction_terminal_absent,C27 32e VMC GAZ extraction terminal absent,32e) La bouche d'extraction VMC GAZ est absente,Check whether the VMC GAZ extraction terminal is absent,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
d1_a_gn_flame_yellow_charring_or_partially_lifting,D1 A GN flame yellow charring or partially lifting,A) GN la flamme d'au moins un brûleur est jaune charbonne ou décolle partiellement,Check whether at least one natural gas burner flame is yellow charred or partially lifting,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
d1_b_gn_flame_lifts_totally_and_extinguishes,D1 B GN flame lifts totally and extinguishes,B) GN la flamme décolle totalement et s'éteint,Check whether natural gas flame lifts totally and extinguishes,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
d1_c_gn_flame_extinguishes_when_oven_door_opens,D1 C GN flame extinguishes when oven door opens,C) GN la flamme s'éteint à l'ouverture de la porte du four,Check whether natural gas flame extinguishes when oven door opens,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
d1_d_gn_flame_extinguishes_when_flow_changes_max_to_min,D1 D GN flame extinguishes when flow changes max to min,D) GN la flamme s'éteint lors du passage débit max à mini,Check whether natural gas flame extinguishes when switching from maximum to minimum flow,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
d1_b_gpl_flame_lifts_totally_and_extinguishes,D1 B GPL flame lifts totally and extinguishes,B) GPL la flamme décolle totalement et s'éteint,Check whether LPG flame lifts totally and extinguishes,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
d1_c_gpl_flame_extinguishes_when_oven_door_opens,D1 C GPL flame extinguishes when oven door opens,C) GPL la flamme s'éteint à l'ouverture de la porte du four,Check whether LPG flame extinguishes when oven door opens,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
d1_d_gpl_flame_extinguishes_when_flow_changes_max_to_min,D1 D GPL flame extinguishes when flow changes max to min,D) GPL la flamme s'éteint lors du passage débit max à mini,Check whether LPG flame extinguishes when switching from maximum to minimum flow,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
d3_j_flame_overflow_at_ignition,D3 J Flame overflow at ignition,J) Débordement de flamme à l'allumage,Check whether flame overflow appears at ignition,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
d3_k_gas_flow_rate_between_10_and_20_percent_above_theoretical_max,D3 K Gas flow rate between 10 and 20 percent above theoretical max,K) Le débit de gaz au débit max théorique de 10% à 20%,Check whether gas flow at maximum is between 10 and 20 percent above theoretical value,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
d3_l_gas_flow_rate_more_than_20_percent_above_theoretical_max,D3 L Gas flow rate more than 20 percent above theoretical max,L) Le débit de gaz au débit max théorique de plus de 20%,Check whether gas flow at maximum is more than 20 percent above theoretical value,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
d3_s1_co_over_20ppm_without_mechanical_extraction,D3 S1 CO over 20ppm without mechanical extraction,S1) Taux de CO > 20 ppm en l'absence de dispositif d'extraction mécanique,Check whether CO exceeds 20 ppm without mechanical extraction device,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
d3_s2_co_over_20ppm_with_mechanical_extraction_device_stopped,D3 S2 CO over 20ppm with mechanical extraction device stopped,S2) Taux de CO > 20 ppm dispositif à l'arrêt,Check whether CO exceeds 20 ppm with mechanical extraction device stopped,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
d3_s3_co_over_20ppm_with_mechanical_extraction_device_running,D3 S3 CO over 20ppm with mechanical extraction device running,S3) Taux de CO > 20 ppm dispositif en fonctionnement,Check whether CO exceeds 20 ppm with mechanical extraction device running,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
d4_t_co_rate_above_10ppm_for_type_c_appliances,D4 T CO rate above 10ppm for type C appliances,T) Taux de CO supérieur à 10ppm,Check whether CO rate is above 10 ppm for sealed type C appliances,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
d2_i_flame_overflow_at_ignition,D2 I Flame overflow at ignition,I) Débordement de flamme à l'allumage,Check whether flame overflow appears at ignition for unflued water heater,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
d2_e_gas_flow_rate_10_to_20_percent_above_theoretical_max,D2 E Gas flow rate 10 to 20 percent above theoretical max,E) Le débit de gaz est supérieur au débit maximal théorique de 10 % à 20 %,Check whether gas flow exceeds theoretical maximum by 10 to 20 percent,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
d2_f_gas_flow_rate_more_than_20_percent_above_theoretical_max,D2 F Gas flow rate more than 20 percent above theoretical max,F) Le débit de gaz est supérieur au débit maximal théorique de plus de 20 %,Check whether gas flow exceeds theoretical maximum by more than 20 percent,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
d2_g_co_rate_over_30ppm_and_below_50ppm,D2 G CO rate over 30ppm and below 50ppm,G) Taux de CO > 30 ppm et < 50 ppm,Check whether CO rate is above 30 ppm and below 50 ppm,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
d2_h_co_rate_over_50ppm,D2 H CO rate over 50ppm,H) Taux de CO > 50 ppm,Check whether CO rate is above 50 ppm,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c17_22_cenr_type_equipped_with_triple_safety,C17 22 CENR type equipped with triple safety,22) L'appareil est de type CENR équipé d'une triple sécurité,Check whether the appliance is CENR type equipped with triple safety,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c18_23_located_in_appropriate_room,C18 23 Located in appropriate room,23) Il est situé dans un local approprié,Check whether the appliance is located in an appropriate room,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c20_25a_supplies_over_50l_vessel_or_multiple_use_points,C20 25a Supplies over 50L vessel or multiple use points,25a) Alimente un récipient de plus de 50 litres ou 3 postes d'utilisation ou 3 postes répartis dans plus de 2 pièces distinctes,Check whether appliance supplies over 50L vessel or multiple use points across rooms,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c20_25b_supplies_a_shower,C20 25b Supplies a shower,25b) Alimente une douche,Check whether appliance supplies a shower,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c21_26_missing_recommendations_label,C21 26 Missing recommendations label,26) Absence d'étiquette recommandations d'usage,Check whether recommendations of use label is missing,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c22_27_combustion_products_evacuation_outlet_ends_inside_building,C22 27 Evacuation outlet ends inside building,27) L'orifice d'évacuation de produits de combustion débouche à l'intérieur d'un bâtiment,Check whether combustion products evacuation outlet ends inside a building,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c19_24a1_air_inlet_missing,C19 24a1 Air inlet missing,24a1) Amenée d'air absente,Check whether CENR room air inlet is missing,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c19_24a2_air_inlet_manifestly_insufficient,C19 24a2 Air inlet manifestly insufficient,24a2) Amenée d'air manifestement insuffisante,Check whether CENR room air inlet is manifestly insufficient,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c19_24a3_indirect_air_inlet_transit_insufficient,C19 24a3 Indirect air inlet transit insufficient,24a3) Passage de transit l'amenée d'air indirect insuffisante,Check whether indirect air inlet transit is insufficient,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c19_24a4_air_inlet_height_unsuitable,C19 24a4 Air inlet height unsuitable,24a4) Amenée d'air située à une hauteur non adaptée,Check whether air inlet height is unsuitable,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c19_24a5_air_inlet_transits_via_wc_or_other_premises,C19 24a5 Air inlet transits via WC or other premises,24a5) Amenée d'air transite par WC ou par un autre logement ou par une partie commune,Check whether air inlet transit passes via WC another dwelling or common area,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c19_24a6_air_inlet_obstructed,C19 24a6 Air inlet obstructed,24a6) Amenée d'air est obturée,Check whether CENR room air inlet is obstructed,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c19_24a7_air_inlet_closable,C19 24a7 Air inlet closable,24a7) Amenée d'air est obturable,Check whether CENR room air inlet is closable,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c19_24b1_air_outlet_missing,C19 24b1 Air outlet missing,24b1) La sortie d'air est absente,Check whether CENR room air outlet is missing,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c19_24b2_air_outlet_manifestly_insufficient,C19 24b2 Air outlet manifestly insufficient,24b2) La sortie d'air est manifestement insuffisante,Check whether CENR room air outlet is manifestly insufficient,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c19_24b3_air_outlet_obstructed,C19 24b3 Air outlet obstructed,24b3) La sortie d'air est obturée,Check whether CENR room air outlet is obstructed,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c19_24b4_air_outlet_closable,C19 24b4 Air outlet closable,24b4) La sortie d'air est obturable,Check whether CENR room air outlet is closable,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c19_24b5_air_outlet_formed_by_unsuitable_device,C19 24b5 Air outlet formed by unsuitable device,24b5) Elle est constituée par un dispositif non adapté,Check whether air outlet is formed by an unsuitable device,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c19_24b6_air_outlet_only_mechanical_ventilation_device,C19 24b6 Air outlet only mechanical ventilation device,24b6) Constituée uniquement par un dispositif de ventilation mécanique hotte etc,Check whether air outlet consists only of a mechanical ventilation device,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c19_24c_indirect_air_inlet_with_direct_air_outlet,C19 24c Indirect air inlet with direct air outlet,24c) Amenée d'air est indirecte avec sortie d'air directe,Check whether air inlet is indirect while air outlet is direct,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c28_35_rod_supplies_at_least_one_non_cooking_appliance,C28 35 Rod supplies at least one non cooking appliance,35) La tige cuisine alimente au moins un appareil autre que de cuisson,Check whether kitchen rod supplies at least one non-cooking appliance,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
c28_37b_appliance_control_valve_has_upstream_pressure_loss_device,C28 37b Appliance control valve has upstream pressure loss device,37b) Le robinet de commande de l'appareil comporte un dispositif interrompant l'arrivée du gaz en cas de manque de pression amont,Check whether appliance control valve includes upstream pressure-loss shutoff device,gaz_010,enum_single,user_input,object,object,true,,gaz_checklist_response,,gas_appliance,,True
appliance_functioning,Appliance Functioning,Fonctionnement,Operation or functioning status,gaz_009,enum_single,user_input,object,object,false,,gaz_checklist_response,,,gaz_appliance_state_note,True
maintenance_contract_present,Maintenance Contract Present,Présence d'un contrat d'entretien,Presence of a maintenance contract,gaz_009,enum_single,user_input,object,object,false,,gaz_checklist_response,,gas_appliance,gaz_appliance_state_note,True
flue_maintenance_proof,Flue Maintenance Proof,Justificatif d'entretien du conduit,Proof of flue maintenance,gaz_009,enum_single,user_input,object,object,false,,gaz_checklist_response,,gas_appliance,gaz_appliance_state_note,True
co_measurement,CO Measurement,Mesure hygiène atmosphère (CO),Atmospheric CO hygiene measurement,gaz_009,enum_single,user_input,object,object,false,,gaz_checklist_response,,gas_appliance,gaz_appliance_state_note,True
gas_appliance_localisation_on_sketch,Localisation on Sketch,Localisation sur croquis,Location marker on installation sketch,gaz_009,string,user_input,object,object,false,,,,gas_appliance,gaz_appliance_state_note,True
gas_appliance_photo,Photo,Photo,Optional photo for appliance state note,gaz_009,string,user_input,object,object,false,,,,gas_appliance,gaz_appliance_state_note,False
operational_anomaly,Functional Anomalies Automatic,Anomalies fonct° (automatique),Automatically computed functional anomalies list,gaz_009,string,computed,object,object,false,,,,gas_appliance,gaz_appliance_state_note,True
operational_control,Non Controlled or Partially Non Controlled,Non contrôlé ou partiellement non contrôlé,Reason why the appliance is not controlled or only partially controlled,gaz_009,enum_single,user_input,object,object,false,,operational_control,,gas_appliance,gaz_appliance_state_note,True
dgi_registration_number,DGI Registration Number,Numéro d'enregistrement DGI,Registration number in case of DGI,gaz_011,string,user_input,report,report,false,,,,,,False
dgi_meter_index,DGI Meter Index,Index du compteur DGI,Meter index in case of DGI,gaz_011,string,user_input,report,report,false,,,,,,False
dgi_date,DGI Date,Date de DGI,Date of DGI,gaz_011,string,user_input,report,report,false,,,,,,False
dgi_total_closure,DGI Total Closure,Condamnation totale,Total closure of installation with condemnation label,gaz_011,boolean,user_input,report,report,false,,,,,,False
dgi_partial_closure,DGI Partial Closure,Condamnation partielle,Partial closure or specific appliance with label,gaz_011,boolean,user_input,report,report,false,,,,,,False
dgi_transmission_distributor,DGI Transmission to Distributor,Transmission info distributeur,Transmission of information to gas distributor,gaz_011,boolean,user_input,report,report,false,,,,,,False
dgi_info_sheet_manager,DGI Info Sheet to Manager,Fiche info gestionnaire,Filled gas distributor information sheet to property manager or landlord,gaz_011,boolean,user_input,report,report,false,,,,,,False
prerecorded_findings,Pre-recorded Findings,Constatations pré-enregistrées,Pre-recorded technical findings (checkboxes),gaz_011,string,user_input,report,report,false,,,,,,True
free_findings,Free Findings,Constatations libres,Free-form findings text,gaz_011,string,user_input,report,report,false,,,,,,True
duty_to_advise,Duty to Advise,Devoir de conseils,Duty to advise text,gaz_011,string,user_input,report,report,false,,,,,,True
report_summary_view,Report Summary View,Résumé,Final report summary view and conclusions,gaz_012,string,user_input,report,report,false,,,,,,True
